what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610173449
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610183711
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333610192562
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333610204354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610219437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610238058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610245282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610246505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610250534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610253095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610333826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610336712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610339544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610343413
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610356924
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333610361334
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333610374660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610376987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610379012
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333610383786
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333610475367
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333610497971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610530234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610653770
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333610655572
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1333610655827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610680841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610681810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610686342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610740052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610800101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610822101
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610822770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610840103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610841201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610852956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333610855556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333610968676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611031835
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333611060744
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333611069221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611132886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611146425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611147093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611147732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611148384
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611149222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611150288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611150870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611151689
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611152382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333611171099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333611172674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333611173290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333611176535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611177186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611180256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611185905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611198442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611201393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611204649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611230567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611231858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611234439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611236667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333611254109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611257710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611285299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333611296885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333611299575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333611300619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333611328707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611329721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611679417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611681073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611683066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611687045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611687538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611728111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611728539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611728938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611729377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611744050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611745372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611746642
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611961287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611961819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333611981464
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612015042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612015677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612017951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612018960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612021921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612022453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612023033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612023317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612024418
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612025212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612026926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612027909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612029895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612047816
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612048637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612177022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612193870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612196673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612199741
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612200754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612201440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612201681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612201879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612202118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612202311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612202518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612202738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612202931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612203117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612203319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612203503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612203655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1333612231226
error,log,,,"Unhandled: ExtSlice[dims=[Index[value=Compare[left=Name[id=transposedY, ctx=Load, reserved=false], ops=[Eq], comparators=[Num[n=1, type=Int, num=1]]]], Index[value=Name[id=j, ctx=Load, reserved=false]]]]",1333612232298
error,log,,,"String index out of range: -4",1333612232302
executed,command,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.actions.deselectEnclosingScope",1333612233425
executed,command,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.actions.deselectEnclosingScope",1333612233587
executed,command,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.actions.navigation.nextMethod",1333612235727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612241683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612243080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612243625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333612257799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333612311527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333612349327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333612375797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333612397017
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612442194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612442748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612452141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612452652
error,log,,,"Unhandled: ExtSlice[dims=[Index[value=Name[id=trainIdx, ctx=Load, reserved=false]], Slice[lower=null, upper=null, step=null]]]",1333612453866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612455902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612457081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612459743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612472344
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333612477225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612481155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612481621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612510518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612517764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612518161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612521771
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612532474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612532999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612583243
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333612586654
error,log,,,"Unhandled: ExtSlice[dims=[Index[value=Compare[left=Name[id=transposedY, ctx=Load, reserved=false], ops=[Eq], comparators=[Num[n=1, type=Int, num=1]]]], Index[value=Name[id=j, ctx=Load, reserved=false]]]]",1333612593529
error,log,,,"String index out of range: -4",1333612593532
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612601008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612605556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612606861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612607765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612608710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612609668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612610057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612610749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612611015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612612116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612612931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612613957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612615038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612616156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612617090
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612618021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612619347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333612620852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612635939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612669186
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333612671749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612672605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612673005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612675377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333612677246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612679852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612680242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612683115
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612692204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612692545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612719826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612721483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612721908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612724451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612725796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612726355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612728051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612728481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612763399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612764610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612765226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612765750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612771603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612772154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612772563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612777582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612779257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612779737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612784096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612786329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612786715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612798075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612798881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612799420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612803238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612803921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612804389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612807583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612808112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612808984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612809347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612812809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612813433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612813872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612818765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333612819522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612819977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612825362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333612827961
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613366447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613368174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613368634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613375027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613403189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613403980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613417138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613442980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613443863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613444763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613448697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613459413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613459834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613462882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613514027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613532147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613549297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613551001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613559442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613580390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613611120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613611910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613850981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613851951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613852300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613885982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613934230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613938479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333613947718
